filename,elapsed time,result
normalized-ECrand4regsplit-v030-n1.opb.xz,0.0444107055664062,UNSATISFIABLE
normalized-t3002.11tsp11.1900566263.opb.xz,0.1325671672821045,OPTIMUM FOUND
normalized-3_4_10.opb.xz,0.142024278640747,UNSATISFIABLE
normalized-fpga25_24_sat_pb.cnf.cr.opb.xz,0.191845417022705,OPTIMUM FOUND
normalized-subsetcard-eq-random4reg-1250.shuf-2.opb.xz,0.2353951930999755,UNSATISFIABLE
normalized-ooo.burch_dill.4.accl.ucl.opb.xz,0.2780766487121582,UNSATISFIABLE
normalized-ECrand4regsplit-v040-n1.opb.xz,0.0285432338714599,UNSATISFIABLE
normalized-3col-left3reg-l010-r010-n1.cnf-plain.pb.metafix.opb.xz,0.0829756259918212,UNSATISFIABLE
normalized-3col-left3reg-l020-r019-n1.cnf-plain.pb.metafix.opb.xz,0.3404431343078613,UNSATISFIABLE
normalized-ECrand6reg-v041-n1.opb.xz,0.0813038349151611,UNSATISFIABLE
normalized-air01.0.s.opb.xz,0.0671210289001464,OPTIMUM FOUND
normalized-fpga11_10_sat_pb.cnf.cr.opb.xz,0.0449376106262207,OPTIMUM FOUND
normalized-pigeon-cardinality-11-10.opb.xz,0.0163743495941162,UNSATISFIABLE
normalized-rand6reg-v051-n2.opb.xz,0.5982184410095215,UNSATISFIABLE
normalized-army8.9ls.opb.xz,1.384660720825195,OPTIMUM FOUND
normalized-t3002.11tsp11.1900568706.opb.xz,3.304385185241699,UNSATISFIABLE
normalized-subsetcard-eq-fixedbandwidth-2750.shuf-1.opb.xz,4.1463048458099365,UNSATISFIABLE
normalized-tseitin-regular-n62-d3-i3-r2.cnf.gz-plain.pb.metafix.opb.xz,5.665111541748047,UNSATISFIABLE
normalized-rand6reg-v101-n3.opb.xz,0.8417580127716064,UNSATISFIABLE
normalized-blast-floppy1-6.ucl.opb.xz,0.0449278354644775,UNSATISFIABLE
normalized-4_6_6.opb.xz,0.0677828788757324,UNSATISFIABLE
normalized-j903_2-unsat.opb.xz,0.0973668098449707,UNSATISFIABLE
normalized-dbst_v30_e350_d15_mw10_9.opb.PB06.opb.xz,14.39901638031006,OPTIMUM FOUND
normalized-j9027_4-unsat.opb.xz,0.0727202892303466,UNSATISFIABLE
normalized-army9.12ls.opb.xz,19.945249795913696,OPTIMUM FOUND
normalized-robin10.opb.xz,0.460568904876709,OPTIMUM FOUND
normalized-2_4_4.opb.xz,0.0351407527923584,UNSATISFIABLE
normalized-BeauxArts_K80.opb.xz,27.79844903945923,OPTIMUM FOUND
normalized-dbst_v40_e600_d20_mw10_2.opb.PB06.opb.xz,80.28939247131348,OPTIMUM FOUND
normalized-dbst_v50_e1000_d25_mw10_3.opb.PB06.opb.xz,127.34562015533449,OPTIMUM FOUND
normalized-ECgrid5x40split.cnf-extracted.pb.metafix.opb.xz,170.65737891197205,UNSATISFIABLE
normalized-tseitin-regular-n36-d3-i2-r2.cnf.gz-plain.pb.metafix.opb.xz,0.0452594757080078,UNSATISFIABLE
normalized-t3002.11tsp11.1900553606.opb.xz,0.6202991008758545,OPTIMUM FOUND
normalized-8_6_25.opb.xz,557.6026322841644,UNSATISFIABLE
normalized-fixed-bandwidth-92.cnf.gz-plain.pb.metafix.opb.xz,1211.8020060062408,UNSATISFIABLE
normalized-ECgrid5x80split.cnf-plain.pb.metafix.opb.xz,1193.5064804553986,UNSATISFIABLE
normalized-tseitin-regular-n24-d3-i2-r2.cnf.gz-plain.pb.metafix.opb.xz,0.0341057777404785,UNSATISFIABLE
normalized-j3044_7-sat.opb.xz,0.1291217803955078,OPTIMUM FOUND
normalized-subsetcard-geq-random4reg-50.shuf-1.opb.xz,0.0285861492156982,UNSATISFIABLE
